,tag,text,0
65145,B-PER,lasebki,1
65147,B-PER,laseks,1
65148,B-PER,laseksid,1
65149,B-PER,laseme,1
65150,B-PER,lasen,1
65151,B-PER,laserisõitja,1
65152,B-PER,laserplaadi,1
3662,B-LOC,MMetapile,1
65156,B-PER,lasigi,1
65157,B-PER,lasin,1
65159,B-PER,laskem,1
65161,B-PER,laskev,1
65162,B-PER,laskeväljal,1
3660,B-LOC,MM-võistluste,1
65165,B-PER,lasknudki,1
65166,B-PER,lasksid,1
3659,B-LOC,MM-rallil,1
3658,B-LOC,MM-mängus,1
65170,B-PER,laskuda,1
65171,B-PER,laskunud,1
3657,B-LOC,MM-finaalis,1
65139,B-PER,lapstähed,1
65137,B-PER,lapsnaine,1
3656,B-LOC,MM-etapp,1
65136,B-PER,lapskuningas,1
65104,B-PER,langetanud,1
3673,B-LOC,MONSTRUMID,1
65106,B-PER,langetõbise,1
65107,B-PER,langevarjuhüppaja,1
65108,B-PER,langevarjur,1
65109,B-PER,langi,1
65110,B-PER,langus,1
65111,B-PER,lannale,1
65112,B-PER,lansseeris,1
3672,B-LOC,MOLTŠANOVA,1
3671,B-LOC,MOIK,1
3670,B-LOC,MOEKEISER,1
65116,B-PER,lapsehoidjaks,1
3669,B-LOC,MOCKBA,1
65119,B-PER,lapselapsed,1
65120,B-PER,lapselapselt,1
65121,B-PER,lapselaste,1
65123,B-PER,lapsendamist,1
65124,B-PER,lapsendasid,1
65126,B-PER,lapsepuhkusel,1
65127,B-PER,lapsepõlvearmastus,1
65128,B-PER,lapsepõlvearmastuse,1
65129,B-PER,lapsepõlvenaaber,1
65130,B-PER,lapsepõlves,1
65133,B-PER,lapsepõlvesõbrad,1
65174,B-PER,lastakse,1
65176,B-PER,lasteadnik,1
65245,B-PER,lauljate,1
65213,B-PER,lauanaabrid,1
65215,B-PER,laubal,1
65216,B-PER,laud,1
65217,B-PER,laul,1
3649,B-LOC,MIHKELS,1
65219,B-PER,laulaks,1
65220,B-PER,laulatus,1
3648,B-LOC,MG,1
3647,B-LOC,MERI,1
65223,B-PER,lauldakse,1
65224,B-PER,lauldes,1
65225,B-PER,lauldud,1
65227,B-PER,laulelduses,1
65228,B-PER,laulev,1
3645,B-LOC,MEELDEJÄÄVAM,1
3644,B-LOC,MCE-muusikakanaleid,1
65233,B-PER,laulja-helilooja,1
65234,B-PER,laulja-kitarrist,1
65235,B-PER,laulja-laululooja-helirezhissöör,1
65236,B-PER,laulja-löökriistamängija,1
65238,B-PER,lauljale,1
65239,B-PER,lauljalt,1
3642,B-LOC,MASING,1
3641,B-LOC,MAKSIMOV,1
3640,B-LOC,MAJJA,1
65244,B-PER,lauljataride,1
65214,B-PER,lauatennisisti,1
65212,B-PER,lauanaaber,1
65177,B-PER,lasteallergoloog,1
65210,B-PER,laual,1
3655,B-LOC,MM-etapil,1
65179,B-PER,lastearstile,1
65180,B-PER,lastebänd,1
65182,B-PER,lastejutud,1
65183,B-PER,lastekaitseinspektor,1
65184,B-PER,lastekaitseinspektorile,1
65187,B-PER,lastekanali,1
3654,B-LOC,MM-etapi,1
65190,B-PER,lastekirjastaja,1
65191,B-PER,lastekodukaaslasele,1
65192,B-PER,lastekodulapsed,1
65193,B-PER,lastekoor,1
65195,B-PER,lastepsühhiaater,1
65196,B-PER,lastepsühholoog,1
65197,B-PER,lasteraamatus,1
65198,B-PER,lastes,1
65199,B-PER,lastesse,1
65200,B-PER,lastetapja,1
65201,B-PER,lastetu,1
65203,B-PER,lastimiskompanii,1
3650,B-LOC,MILJARDIT,1
65205,B-PER,lasub,1
65206,B-PER,lasubki,1
65207,B-PER,latiinofunksurftrio,1
65209,B-PER,lauad,1
64820,B-PER,külavanemad,1
3720,B-LOC,Maikuus,1
64818,B-PER,külatüdrukust,1
64449,B-PER,käekirja,1
64451,B-PER,käekirjaspetsialisti,1
64453,B-PER,käele,1
64454,B-PER,käendaja,1
64455,B-PER,käendajate,1
64456,B-PER,käendasid,1
64457,B-PER,käes,1
64458,B-PER,käesolevat,1
3782,B-LOC,Matteus,1
64460,B-PER,kägistab,1
64461,B-PER,kägistas,1
64462,B-PER,käharpea,1
64463,B-PER,kähistab,1
64464,B-PER,kähmleva,1
64465,B-PER,kähvas,1
3781,B-LOC,Matjoralt,1
64468,B-PER,käiakse,1
3779,B-LOC,Materjalid,1
64470,B-PER,käibega,1
64471,B-PER,käibele,1
64473,B-PER,käidud,1
64474,B-PER,käies,1
64475,B-PER,käigukast,1
64476,B-PER,käigukasti,1
64477,B-PER,käiguomadustega,1
3778,B-LOC,Mater,1
64450,B-PER,käekirjaekspert,1
3783,B-LOC,Mattiiseni,1
64480,B-PER,käik,1
64447,B-PER,käealune,1
3790,B-LOC,Mazasse,1
3789,B-LOC,Mavericksile,1
3788,B-LOC,Mauritzon,1
3787,B-LOC,Mauritiuse,1
3786,B-LOC,Mauring,1
64425,B-PER,kuuluvatest,1
64426,B-PER,kuuluvuseta,1
3785,B-LOC,Mauretaaniasse,1
64428,B-PER,kuumoodul,1
64429,B-PER,kuumpressib,1
64430,B-PER,kuurordi,1
64431,B-PER,kuurort,1
64432,B-PER,kuurvürst,1
64433,B-PER,kuurvürstide,1
3784,B-LOC,Matvere,1
64435,B-PER,kuusnurgas,1
64436,B-PER,kvalifitseerib,1
64437,B-PER,kvalifitseerunud,1
64439,B-PER,kvaliteedis,1
64440,B-PER,kvaliteetajakirjandust,1
64441,B-PER,kvaliteetsuuskade,1
64442,B-PER,kvaliteettooteid,1
64443,B-PER,kvaliteetveini,1
64444,B-PER,kvartaliajakirja,1
64446,B-PER,käe,1
64479,B-PER,käiguvalits,1
64482,B-PER,käiksid,1
3791,B-LOC,McCain,1
64516,B-PER,käopesa,1
64518,B-PER,kärast,1
64521,B-PER,kärbes,1
64522,B-PER,kärbestele,1
64523,B-PER,kärbiti,1
64524,B-PER,kärbsekasvataja,1
64525,B-PER,kärgatas,1
64528,B-PER,käsijuhtimisega,1
64529,B-PER,käsikirja,1
64530,B-PER,käsikirjas,1
64532,B-PER,käsilane,1
64533,B-PER,käsilasele,1
64534,B-PER,käsile,1
64535,B-PER,käsipallur,1
64536,B-PER,käsiraamatul,1
64537,B-PER,käsiraamatus,1
64538,B-PER,käsitab,1
64539,B-PER,käsitle,1
3764,B-LOC,Marokost,1
64541,B-PER,käsitlebki,1
64542,B-PER,käsitleda,1
64543,B-PER,käsitleja,1
64544,B-PER,käsitleksin,1
64545,B-PER,käsitleme,1
3763,B-LOC,Marionis,1
64548,B-PER,käsitleti,1
64517,B-PER,kärakas,1
64515,B-PER,känkras,1
64484,B-PER,käilakujudest,1
64514,B-PER,käivitub,1
3777,B-LOC,Masso,1
64486,B-PER,käimalükkaja,1
64487,B-PER,käimas,1
64488,B-PER,käime,1
3776,B-LOC,Massimõrv,1
64490,B-PER,käinuks,1
3775,B-LOC,Massienesetapp,1
3774,B-LOC,Maseko,1
3773,B-LOC,Mary,1
3772,B-LOC,Marx,1
64495,B-PER,käiski,1
64496,B-PER,käitab,1
64497,B-PER,käitiselt,1
3771,B-LOC,Martti,1
64499,B-PER,käitumine,1
64500,B-PER,käitumises,1
3770,B-LOC,Martinson,1
64502,B-PER,käitusdirektori,1
3769,B-LOC,Martinit,1
64506,B-PER,käivet,1
64508,B-PER,käivitada,1
64510,B-PER,käivitajad,1
3768,B-LOC,Martinis,1
64512,B-PER,käivitasid,1
64513,B-PER,käivitatud,1
64414,B-PER,kuulutavad,1
64412,B-PER,kuulutatigi,1
64550,B-PER,käsitlevad,1
64306,B-PER,kutt,1
64309,B-PER,kuubalase,1
3827,B-LOC,Mercado,1
64311,B-PER,kuue,1
64312,B-PER,kuueaastane,1
64314,B-PER,kuuehäälselt,1
64315,B-PER,kuuekümnendate,1
64316,B-PER,kuuekümnendatel,1
64317,B-PER,kuueliikmeline,1
64318,B-PER,kuuenda,1
64319,B-PER,kuuendast,1
3826,B-LOC,Meose,1
64321,B-PER,kuueosaline,1
64322,B-PER,kuues,1
64323,B-PER,kuueski,1
64324,B-PER,kuuest,1
64325,B-PER,kuukiri,1
64326,B-PER,kuukirja,1
3825,B-LOC,Meos,1
3824,B-LOC,Mendel,1
64330,B-PER,kuulajani,1
64331,B-PER,kuulajateni,1
64332,B-PER,kuulake,1
3823,B-LOC,Mellon,1
64334,B-PER,kuulamas,1
64336,B-PER,kuulamist,1
64307,B-PER,kuuajakirju,1
64305,B-PER,kutsuvadki,1
3821,B-LOC,Mekast,1
3829,B-LOC,Mercedesega,1
64272,B-PER,kuses,1
3845,B-LOC,Messinast,1
3844,B-LOC,Messager,1
3843,B-LOC,Mesopotaamias,1
64277,B-PER,kusta,1
64278,B-PER,kustus,1
3842,B-LOC,Merry,1
64281,B-PER,kustutanud,1
64282,B-PER,kuti,1
3841,B-LOC,Meriväljalt,1
64284,B-PER,kutsega,1
64285,B-PER,kutsikas,1
3840,B-LOC,Merits,1
3839,B-LOC,Merita,1
3838,B-LOC,Merit,1
64289,B-PER,kutsuge,1
64290,B-PER,kutsuksin,1
64291,B-PER,kutsuma,1
64293,B-PER,kutsumine,1
3836,B-LOC,Merike,1
3834,B-LOC,Mereäärses,1
3833,B-LOC,Mereväe,1
64300,B-PER,kutsutavat,1
3831,B-LOC,Mereinspektsiooni,1
64303,B-PER,kutsutuna,1
3822,B-LOC,Melissa,1
3820,B-LOC,Meka,1
3792,B-LOC,McColgan,1
3806,B-LOC,Meenutame,1
64380,B-PER,kuulsatest,1
64382,B-PER,kuulsime,1
3804,B-LOC,Meenub,1
64384,B-PER,kuulsingi,1
64385,B-PER,kuulsus,1
3803,B-LOC,Meeleheites,1
64388,B-PER,kuulsusrikka,1
64389,B-PER,kuulsust,1
3802,B-LOC,Meeleavaldus,1
3801,B-LOC,Meel,1
64393,B-PER,kuuludes,1
3800,B-LOC,Meditsiinikandidaat,1
3798,B-LOC,Medical,1
64396,B-PER,kuuluks,1
64397,B-PER,kuuluma,1
64398,B-PER,kuulumine,1
64399,B-PER,kuulumise,1
64400,B-PER,kuulumist,1
3797,B-LOC,Medem,1
3796,B-LOC,McNeili,1
3795,B-LOC,McLean,1
3794,B-LOC,McLaren,1
64407,B-PER,kuulutanud,1
64409,B-PER,kuulutasid,1
64410,B-PER,kuulutatakse,1
3805,B-LOC,Meenutades,1
3807,B-LOC,Meenuvad,1
3819,B-LOC,Meiseliga,1
64374,B-PER,kuulsaima,1
3818,B-LOC,Meinertiga,1
64344,B-PER,kuulate,1
64345,B-PER,kuulavad,1
3817,B-LOC,Meile,1
3815,B-LOC,Meie,1
64350,B-PER,kuuldus,1
3814,B-LOC,Mehi,1
64352,B-PER,kuuldust,1
64355,B-PER,kuulebki,1
64356,B-PER,kuulekus,1
3811,B-LOC,Mehelikkus,1
64359,B-PER,kuulete,1
64360,B-PER,kuuletumine,1
64361,B-PER,kuulevad,1
64362,B-PER,kuulevadki,1
3810,B-LOC,Meguschar,1
64365,B-PER,kuulisas,1
64366,B-PER,kuulisast,1
64367,B-PER,kuulitõukaja,1
64368,B-PER,kuulitõuketshempioni,1
64369,B-PER,kuulmata,1
3809,B-LOC,Mees,1
64371,B-PER,kuulnuna,1
3808,B-LOC,Meerits,1
64373,B-PER,kuulsad,1
64549,B-PER,käsitletud,1
64551,B-PER,käsitlevate,1
64817,B-PER,külatüdruk,1
64720,B-PER,kõrvalolevat,1
64722,B-PER,kõrvalprojekt,1
64723,B-PER,kõrvalprojektidelt,1
3733,B-LOC,Majja,1
64725,B-PER,kõrvaltegelane,1
64726,B-PER,kõrvalvokaalis,1
64727,B-PER,kõrvamoondaja,1
64728,B-PER,kõrvas,1
64729,B-PER,kõrvetas,1
64731,B-PER,kõrvus,1
64732,B-PER,kõrvutab,1
3732,B-LOC,Majesteet,1
3731,B-LOC,Majandussuhetest,1
64735,B-PER,kõva,1
64736,B-PER,kõvakäelise,1
64738,B-PER,kõõrutaja,1
64739,B-PER,köeb,1
64740,B-PER,köida,1
64741,B-PER,köidab,1
3730,B-LOC,Majanduskasv,1
64743,B-PER,köite,1
64744,B-PER,köiteid,1
64746,B-PER,köitnud,1
64747,B-PER,köitsid,1
64749,B-PER,köstriks,1
64750,B-PER,köögisaatega,1
64721,B-PER,kõrvalosatäitja,1
64719,B-PER,kõrvalleheküljel,1
64752,B-PER,köögiukse,1
64718,B-PER,kõrvalküljel,1
64691,B-PER,kõrgune,1
64692,B-PER,kõrgus,1
64693,B-PER,kõrguse,1
64694,B-PER,kõrgusest,1
64695,B-PER,kõrgushüppaja,1
64697,B-PER,kõrgushüppajat,1
64698,B-PER,kõrgushüppetuus,1
64699,B-PER,kõrguvat,1
64700,B-PER,kõrivähk,1
64702,B-PER,kõrtsi,1
64703,B-PER,kõrtsis,1
64704,B-PER,kõrtsmik,1
64705,B-PER,kõrtsmikul,1
3736,B-LOC,Maksevahendid,1
64707,B-PER,kõrvaarst,1
64708,B-PER,kõrvadega,1
3735,B-LOC,Makoveczi,1
64710,B-PER,kõrvaldada,1
64711,B-PER,kõrvaldataks,1
64712,B-PER,kõrvaldati,1
3734,B-LOC,Major,1
64714,B-PER,kõrvalehüppes,1
64715,B-PER,kõrvalepõiget,1
64716,B-PER,kõrvaletoimetamises,1
64717,B-PER,kõrvalistmel,1
64751,B-PER,köögist,1
64753,B-PER,köögiviljakasvatajale,1
64688,B-PER,kõrgpunkti,1
64783,B-PER,külaliskitarrist,1
64785,B-PER,külalisprofessor,1
64786,B-PER,külalisprofessoriks,1
64787,B-PER,külalisprofessorit,1
64788,B-PER,külalissolist,1
64789,B-PER,külalisteadur,1
64790,B-PER,külalistele,1
64792,B-PER,külalistoimetaja,1
64794,B-PER,külamehe,1
64795,B-PER,külamehed,1
64796,B-PER,külapoeet,1
64797,B-PER,külapoiss,1
64798,B-PER,külarahvas,1
64801,B-PER,külaskäikudel,1
64802,B-PER,külast,1
3725,B-LOC,Maitsmaks,1
3724,B-LOC,Maitse,1
64805,B-PER,külastaja,1
64806,B-PER,külastajatele,1
64807,B-PER,külastaks,1
64808,B-PER,külastan,1
3723,B-LOC,Mais,1
3722,B-LOC,Mainitakse,1
3721,B-LOC,Maini-äärsesse,1
64812,B-PER,külastasidki,1
64815,B-PER,külastatud,1
64784,B-PER,külalislavastaja,1
64782,B-PER,külalisetendust,1
64754,B-PER,köök,1
64781,B-PER,külalisetendus,1
64755,B-PER,kübaradisainer,1
64756,B-PER,kübaras,1
64757,B-PER,kübarategija,1
64758,B-PER,küberbeibe,1
64759,B-PER,küberkangelanna,1
64760,B-PER,küberklubi,1
64761,B-PER,küberneetik,1
64762,B-PER,kübervabadusvõitleja,1
64763,B-PER,kühle,1
64764,B-PER,kükitavad,1
64765,B-PER,küla,1
64766,B-PER,külaarst,1
64767,B-PER,külacurandera,1
64768,B-PER,külad,1
64769,B-PER,külades,1
3729,B-LOC,Majandusesindusse,1
64771,B-PER,külahulluke,1
64772,B-PER,külakordnik,1
3728,B-LOC,Majandus,1
64774,B-PER,külalis-prominent,1
64775,B-PER,külalisartist,1
3727,B-LOC,Majad,1
64778,B-PER,külaliseks,1
64779,B-PER,külalisel,1
64780,B-PER,külalisesineja,1
64689,B-PER,kõrgtehnoloogiagigantidest,1
64687,B-PER,kõrgperioodi,1
3761,B-LOC,Marie,1
3754,B-LOC,Marbella-kolooniale,1
64585,B-PER,kättemaksus,1
64586,B-PER,kättesaadavad,1
64588,B-PER,kääbused,1
64589,B-PER,käärib,1
64590,B-PER,kõbus,1
64591,B-PER,kõdunev,1
3753,B-LOC,Maratonist,1
64595,B-PER,kõhn,1
64596,B-PER,kõhna,1
64597,B-PER,kõhnumisravimile,1
64598,B-PER,kõhtu,1
64599,B-PER,kõhuhädadest,1
64600,B-PER,kõhukas,1
64601,B-PER,kõhutantsija,1
64602,B-PER,kõhutas,1
64603,B-PER,kõige,1
3752,B-LOC,Maotu,1
64606,B-PER,kõigesööja,1
3751,B-LOC,Mao-aegses,1
64608,B-PER,kõigil,1
64609,B-PER,kõigile,1
64610,B-PER,kõigist,1
64611,B-PER,kõiguta,1
3750,B-LOC,Manifesti,1
64614,B-PER,kõikemõistev,1
64584,B-PER,kättemaksuromaani,1
3755,B-LOC,Marcon,1
64617,B-PER,kõikidel,1
64581,B-PER,kättegi,1
3760,B-LOC,Mariale,1
64554,B-PER,käsitlusi,1
64555,B-PER,käsitlusobjektiks,1
3759,B-LOC,Margus,1
64557,B-PER,käsitseb,1
64558,B-PER,käsitses,1
64559,B-PER,käsitöönäitus,1
64560,B-PER,käsivõitlejaks,1
64562,B-PER,käskinud,1
3758,B-LOC,Mare,1
64564,B-PER,käskisid,1
64565,B-PER,käskjalg,1
64566,B-PER,kästi,1
64567,B-PER,kästuks,1
64568,B-PER,käsuandjaks,1
64569,B-PER,käsul,1
64571,B-PER,käsutas,1
64572,B-PER,käsutuses,1
64573,B-PER,käsutäitja,1
64574,B-PER,kätega,1
64576,B-PER,kätesse,1
64577,B-PER,kätetööd,1
64578,B-PER,kätkeb,1
64579,B-PER,kätt,1
3756,B-LOC,Mardist,1
3749,B-LOC,Manchester,1
64618,B-PER,kõikidele,1
64686,B-PER,kõrgkunstiline,1
3742,B-LOC,Malevitš,1
3741,B-LOC,Malea,1
64654,B-PER,kõneaineks,1
64655,B-PER,kõneainet,1
64657,B-PER,kõnega,1
3740,B-LOC,Malbon,1
64659,B-PER,kõneldakse,1
64661,B-PER,kõnele,1
3739,B-LOC,Malbec,1
64663,B-PER,kõneleda,1
64664,B-PER,kõnelenud,1
3738,B-LOC,Maksuõiglus,1
64666,B-PER,kõnelesid,1
64668,B-PER,kõneleva,1
64669,B-PER,kõnelust,1
64670,B-PER,kõnepruugiga,1
64672,B-PER,kõnetab,1
64673,B-PER,kõnetati,1
3737,B-LOC,Maksuparadiis,1
64677,B-PER,kõrgeauline,1
64678,B-PER,kõrgeausus,1
64679,B-PER,kõrgeim,1
64682,B-PER,kõrgem,1
64683,B-PER,kõrgemale,1
64684,B-PER,kõrgharitud,1
64685,B-PER,kõrghoone,1
64652,B-PER,kõndiv,1
64650,B-PER,kõmužurnalist,1
64619,B-PER,kõikidelt,1
64649,B-PER,kõmureporter,1
64620,B-PER,kõikides,1
64621,B-PER,kõikjal,1
64622,B-PER,kõikjalejõudvad,1
64623,B-PER,kõiksus,1
64624,B-PER,kõikus,1
64627,B-PER,kõlada,1
3746,B-LOC,Maltal,1
64629,B-PER,kõlakojas,1
64630,B-PER,kõlaks,1
64631,B-PER,kõlaliselt,1
64632,B-PER,kõlama,1
3745,B-LOC,Malmö,1
64634,B-PER,kõlariga,1
3744,B-LOC,Malmre,1
3743,B-LOC,Malherbe,1
64639,B-PER,kõlavast,1
64640,B-PER,kõlavõimsusesse,1
64641,B-PER,kõlbavat,1
64642,B-PER,kõlistav,1
64643,B-PER,kõmistab,1
64644,B-PER,kõmu-uudise,1
64645,B-PER,kõmuajakirjanikul,1
64646,B-PER,kõmukirjanik,1
64647,B-PER,kõmulugu,1
64648,B-PER,kõmunaise,1
3101,B-LOC,Kuremaalt,1
3100,B-LOC,Kurega,1
1991,B-LOC,Hallis,1
70543,B-PER,piibusuitsulõhn,1
70529,B-PER,pidustused,1
70530,B-PER,pidutseb,1
70531,B-PER,pidutsemas,1
70532,B-PER,pidutsenud,1
2324,B-LOC,Istun,1
70534,B-PER,pigista,1
70536,B-PER,pihaga,1
2322,B-LOC,Istanbul,1
70538,B-PER,pihtimus,1
70540,B-PER,pihuarvuti,1
70541,B-PER,piiblitest,1
70542,B-PER,piiblitõlkijat,1
70544,B-PER,piidleb,1
2365,B-LOC,Jagatagu,1
70545,B-PER,piidlevad,1
2320,B-LOC,Islandile,1
70547,B-PER,piiksatas,1
70548,B-PER,piimakombinaati,1
70549,B-PER,piimakontserne,1
70550,B-PER,piimatootja,1
70551,B-PER,piimatööstur,1
70552,B-PER,piimaärimehed,1
70553,B-PER,piinab,1
70554,B-PER,piinaja,1
70556,B-PER,piinata,1
70558,B-PER,piinavad,1
70528,B-PER,pidurdamatult,1
70527,B-PER,pidurdada,1
70526,B-PER,pidupäevaks,1
2325,B-LOC,Istusime,1
70491,B-PER,phil,1
70492,B-PER,philadelphialane,1
70493,B-PER,phunky,1
2341,B-LOC,JALAKAS,1
2340,B-LOC,JALAD,1
70497,B-PER,piavõitja,1
70498,B-PER,pida-ma,1
2339,B-LOC,JAADLA,1
2337,B-LOC,J. Tõnisson,1
2336,B-LOC,Ivo,1
70502,B-PER,pidajalt,1
70503,B-PER,pidajat,1
2335,B-LOC,Iverson,1
70505,B-PER,pidamist,1
2334,B-LOC,Ivask,1
70507,B-PER,pidanudki,1
2332,B-LOC,Ivan,1
2331,B-LOC,Itaaliat,1
70511,B-PER,pidasime,1
2329,B-LOC,Itaalias,1
70515,B-PER,pidaval,1
70516,B-PER,pidavale,1
70518,B-PER,pidavatki,1
2327,B-LOC,Isuzu,1
70520,B-PER,pidevat,1
70559,B-PER,piinles,1
70560,B-PER,piinlevale,1
70561,B-PER,piinlikkusttekitav,1
70595,B-PER,pikajuukselise,1
2310,B-LOC,Isamaast,1
70598,B-PER,pikamaajooksus,1
70599,B-PER,pikamaasõitja,1
70600,B-PER,pikapkerega,1
70601,B-PER,pikasäärelisest,1
70602,B-PER,pikeeris,1
70603,B-PER,pikemale,1
70605,B-PER,pikendada,1
70606,B-PER,pikendusel,1
70607,B-PER,pikeneb,1
70608,B-PER,piketi,1
70609,B-PER,piketil,1
70611,B-PER,pikib,1
70612,B-PER,pikisilmi,1
2307,B-LOC,Irvine,1
70614,B-PER,pikki,1
2306,B-LOC,Irons,1
70616,B-PER,pikkus,1
70618,B-PER,pikkusel,1
70619,B-PER,pikkusest,1
70620,B-PER,pikkust,1
70622,B-PER,pilada,1
70623,B-PER,pilapilt,1
2305,B-LOC,Irinal,1
70625,B-PER,pildid,1
2311,B-LOC,Isasest,1
70594,B-PER,pikajuukseline,1
70562,B-PER,piir,1
70593,B-PER,piiskopist,1
70563,B-PER,piiranud,1
70564,B-PER,piirati,1
2318,B-LOC,Isevalitseja,1
2317,B-LOC,Iseseisvus,1
70568,B-PER,piirdusid,1
70570,B-PER,piiri,1
70571,B-PER,piirid,1
70573,B-PER,piiripunkti,1
70574,B-PER,piiritlenud,1
70575,B-PER,piiritusetootja,1
70576,B-PER,piiritusevabrikant,1
70577,B-PER,piirivalvaja,1
70578,B-PER,piirivalve,1
70579,B-PER,piirivalvekordonis,1
70580,B-PER,piirivalvur,1
70581,B-PER,piirivalvuri,1
70582,B-PER,piiriülem,1
70583,B-PER,piirkond,1
70584,B-PER,piirkonnajuhi,1
70585,B-PER,piirkonnaks,1
70586,B-PER,piisab,1
2312,B-LOC,Ise,1
70590,B-PER,piiskopi,1
70591,B-PER,piiskopiamet,1
70592,B-PER,piiskopiproua,1
70490,B-PER,pettus,1
70489,B-PER,pettur,1
2342,B-LOC,JANNSENI,1
70387,B-PER,per,1
2359,B-LOC,Jaapanist,1
70390,B-PER,perearsti,1
70391,B-PER,pereasju,1
70393,B-PER,pereettevõtte,1
70394,B-PER,perefirma,1
70395,B-PER,perefirmad,1
70396,B-PER,perefirmale,1
70397,B-PER,perefirmast,1
70398,B-PER,perega,1
2357,B-LOC,Jaapanile,1
2356,B-LOC,Jaapani,1
2354,B-LOC,Jaansoniga,1
70403,B-PER,perekonnanimest,1
70405,B-PER,perekonnapea,1
70406,B-PER,perekonnast,1
70408,B-PER,perekonnasõbra,1
70410,B-PER,perekonnatuttavat,1
2353,B-LOC,Jaaniso,1
2352,B-LOC,Jaanipäeva-tung,1
2351,B-LOC,Jaanipäev,1
70417,B-PER,perenaisel,1
70418,B-PER,perepea,1
2350,B-LOC,Jaanilinnast,1
70420,B-PER,perepsühholoogi,1
70421,B-PER,pererahva,1
2360,B-LOC,Jaapanlane,1
70385,B-PER,peotantsija,1
70423,B-PER,peresidendi,1
70384,B-PER,peost,1
70353,B-PER,pekki,1
2364,B-LOC,Jagas,1
70356,B-PER,peksmisega,1
70357,B-PER,pekstakse,1
70358,B-PER,pekstava,1
70359,B-PER,peksupingi,1
70360,B-PER,peletama,1
70361,B-PER,peletas,1
70364,B-PER,pelgalt,1
70365,B-PER,pelgasid,1
70366,B-PER,pelgav,1
70367,B-PER,pelgupaika,1
70368,B-PER,peni,1
70369,B-PER,penitsilliinikaupmees,1
70370,B-PER,pensionieas,1
70371,B-PER,pensionikindlustus,1
70372,B-PER,pensionipõlvel,1
2361,B-LOC,Jablokovi,1
70374,B-PER,pensionäri,1
70376,B-PER,pensionäride,1
70377,B-PER,pensionärist,1
70380,B-PER,peopaik,1
70381,B-PER,peopesad,1
70382,B-PER,peos,1
70383,B-PER,peoseeria,1
70422,B-PER,pererahvas,1
70424,B-PER,perestroikat,1
70486,B-PER,petsin,1
70458,B-PER,pesamunast,1
70460,B-PER,pesapallimeeskond,1
70461,B-PER,pesapalliässa,1
70462,B-PER,peseb,1
70463,B-PER,peseksin,1
70465,B-PER,pesitseb,1
70466,B-PER,pesitsenud,1
70467,B-PER,pesitses,1
70468,B-PER,pessiesindaja,1
70469,B-PER,pessimistlik,1
70470,B-PER,pesta,1
70471,B-PER,pesukapis,1
70472,B-PER,pesumasin,1
70473,B-PER,pesunaine,1
70474,B-PER,pesupulbrit,1
70475,B-PER,pesuta,1
70476,B-PER,pesuvahendit,1
70477,B-PER,peta,1
70478,B-PER,petaja,1
70479,B-PER,peterburilased,1
70480,B-PER,petis,1
70481,B-PER,petise,1
70482,B-PER,petisest,1
70483,B-PER,petitsioon,1
70484,B-PER,petnud,1
70485,B-PER,petrogradlane,1
70459,B-PER,pesapallikuulsusest,1
70457,B-PER,pesamunal,1
70425,B-PER,peret,1
2344,B-LOC,JUHTUS,1
70426,B-PER,perevägivallauurijaid,1
70427,B-PER,perfektsionistist,1
70429,B-PER,performance'it,1
70430,B-PER,performance-kunstnik,1
70431,B-PER,performance-trupp,1
70432,B-PER,performansikunstnikku,1
70433,B-PER,periood,1
70434,B-PER,perioodikasse,1
70435,B-PER,perioodiks,1
2349,B-LOC,Jaanilaupäeval,1
70437,B-PER,perioodiliselt,1
70438,B-PER,perkonnamõisas,1
70440,B-PER,perroonil,1
70441,B-PER,perseiid,1
70442,B-PER,personaalarvuti,1
70443,B-PER,personali,1
2346,B-LOC,JUURES,1
2345,B-LOC,JURA,1
70448,B-PER,personalijurist,1
70449,B-PER,personaliotsingudirektor,1
70450,B-PER,personaliotsingudirektori,1
70451,B-PER,personaliotsingufirma,1
70452,B-PER,personaliülem,1
70453,B-PER,persoone,1
70454,B-PER,persooniintervjuu,1
70627,B-PER,pildil,1
70628,B-PER,pildilolevat,1
2304,B-LOC,Irbe,1
2274,B-LOC,Ingvar,1
70791,B-PER,plikake,1
70792,B-PER,ploki,1
70793,B-PER,plokkflöödiprofessor,1
70794,B-PER,plokkföödimängijale,1
70795,B-PER,plokki,1
2273,B-LOC,Ingolstadtis,1
70797,B-PER,plära,1
70798,B-PER,pobiseb,1
70799,B-PER,poe,1
70800,B-PER,poeb,1
70801,B-PER,poed,1
2272,B-LOC,Inglismaast,1
70803,B-PER,poeedid,1
70806,B-PER,poeeti,1
2266,B-LOC,Inglastel,1
2265,B-LOC,Inger,1
2264,B-LOC,Infosüsteemiga,1
70810,B-PER,poegadele,1
70811,B-PER,poejuhataja,1
70812,B-PER,poeketti,1
70813,B-PER,poelettidele,1
2263,B-LOC,Infosüsteem,1
70816,B-PER,poest,1
2262,B-LOC,Info,1
70818,B-PER,poetas,1
70790,B-PER,plekihäälne,1
70787,B-PER,platseeruvale,1
2260,B-LOC,Ines,1
70786,B-PER,platseerus,1
2280,B-LOC,Instituudi,1
2279,B-LOC,Institute,1
70759,B-PER,plaanid,1
2278,B-LOC,Inrestauraatori,1
