,tag,text,0
79696,I-ORG,maletajatee,1
79701,I-ORG,mandrimeeste,1
79700,I-ORG,management'i,1
79699,I-ORG,malevasse,1
79698,I-ORG,malevale,1
79697,I-ORG,maleva,1
95864,I-PER,ometigi,1
79694,I-ORG,malbes,1
95861,I-PER,omavahelisest,1
79693,I-ORG,maksuvaba,1
95866,I-PER,omistab,1
95867,I-PER,omistas,1
79692,I-ORG,maksupettuse,1
95868,I-PER,omistati,1
95869,I-PER,omistatud,1
79703,I-ORG,manifesteerida,1
79704,I-ORG,manifestina,1
79705,I-ORG,manitses,1
79706,I-ORG,manitsuskõned,1
79707,I-ORG,mantlipärijateks,1
79708,I-ORG,manu,1
79709,I-ORG,manustamist,1
79710,I-ORG,manööver,1
79711,I-ORG,manöövrid,1
79712,I-ORG,maratonidel,1
79713,I-ORG,margid,1
79714,I-ORG,margikavandite,1
79715,I-ORG,marihuaana,1
79716,I-ORG,marketingi,1
79718,I-ORG,marketingidivisjoni,1
79719,I-ORG,marketingijuht,1
95862,I-PER,omavahelist,1
79749,I-ORG,matemaatika-füüsikaklassi,1
95849,I-PER,omapärasest,1
79830,I-ORG,mehega,1
79797,I-ORG,meelitamiseks,1
79804,I-ORG,meenutavat,1
95838,I-PER,omandusse,1
95839,I-PER,omane,1
79800,I-ORG,meeliülendav,1
79799,I-ORG,meelitas,1
79798,I-ORG,meelitanud,1
79796,I-ORG,meelitada,1
79806,I-ORG,meer,1
79794,I-ORG,meelevaldse,1
79793,I-ORG,meelevalda,1
79792,I-ORG,meelest,1
79791,I-ORG,meelespeas,1
79790,I-ORG,meelepäraselt,1
79789,I-ORG,meeleolust,1
79805,I-ORG,meenutavates,1
95836,I-PER,omandisse,1
95848,I-PER,omanuputatud,1
79818,I-ORG,meeskoorilt,1
79827,I-ORG,megahitist,1
79826,I-ORG,meetodil,1
95831,I-PER,omandada,1
79825,I-ORG,meetodeid,1
79823,I-ORG,meestele,1
79820,I-ORG,meessoost,1
79817,I-ORG,meeskonnast,1
79808,I-ORG,meesansambel,1
95832,I-PER,omandanud,1
79815,I-ORG,meeskonnaliikmed,1
79813,I-ORG,meeskonnaga,1
95834,I-PER,omandatud,1
95835,I-PER,omandiks,1
79809,I-ORG,meesballeti,1
79788,I-ORG,meelemuutust,1
79787,I-ORG,meeldivalt,1
95841,I-PER,omanikel,1
79759,I-ORG,materjali,1
79766,I-ORG,medalitest,1
79765,I-ORG,medalid,1
79764,I-ORG,medali,1
79763,I-ORG,matšil,1
79762,I-ORG,matš,1
79761,I-ORG,materjalidel,1
79758,I-ORG,materjale,1
79782,I-ORG,meediat,1
79757,I-ORG,materiaalselt,1
79756,I-ORG,matemaatilise,1
79755,I-ORG,matemaatikuna,1
79754,I-ORG,matemaatikaõpetaja,1
79753,I-ORG,matemaatikateaduskonnas,1
79752,I-ORG,matemaatikateaduskonna,1
79767,I-ORG,meditsiinidoktori,1
79768,I-ORG,meditsiinikeskuses,1
79769,I-ORG,meditsiinikomisjoni,1
79770,I-ORG,meditsiiniliselt,1
79771,I-ORG,meditsiiniosakonna,1
79772,I-ORG,meditsiinitudengeist,1
79773,I-ORG,meditsiiniõele,1
95847,I-PER,omanimeline,1
79774,I-ORG,medõe,1
79775,I-ORG,medõena,1
95843,I-PER,omanikke,1
79776,I-ORG,meedia-,1
79778,I-ORG,meedianõunik,1
79779,I-ORG,meediaosakond,1
95842,I-PER,omanikele,1
79780,I-ORG,meediasotsioloogi,1
79781,I-ORG,meediasuhete,1
95870,I-PER,omnipresentselt,1
95872,I-PER,on-line,1
95875,I-PER,onule,1
79595,I-ORG,magistrikursuse,1
79602,I-ORG,magusad,1
79601,I-ORG,magusa,1
79600,I-ORG,magnetina,1
79599,I-ORG,magistriõpet,1
79598,I-ORG,magistriväitekiri,1
79597,I-ORG,magistritööd,1
79594,I-ORG,magistrikraadi,1
79604,I-ORG,magusatel,1
79592,I-ORG,magistrantuuris,1
79591,I-ORG,magistrantuuri,1
79590,I-ORG,magistrant,1
79588,I-ORG,magamas,1
79587,I-ORG,madrus,1
79586,I-ORG,madrigalikomöödia,1
79603,I-ORG,magusataimest,1
95915,I-PER,oratooriumid,1
95876,I-PER,onupojal,1
79612,I-ORG,mahulistele,1
79619,I-ORG,mainib,1
79618,I-ORG,mainekat,1
79617,I-ORG,mainega,1
79615,I-ORG,maikuus,1
79614,I-ORG,maikasid,1
95911,I-PER,optimistlikku,1
79611,I-ORG,mahukas,1
79605,I-ORG,magusavabriku,1
79610,I-ORG,mahub,1
79609,I-ORG,mahtus,1
79608,I-ORG,mahlakusega,1
79607,I-ORG,maharaiutud,1
95912,I-PER,opus,1
95913,I-PER,or,1
79585,I-ORG,madalam,1
79582,I-ORG,maastikuauto,1
79581,I-ORG,maastikuarhitektuuri,1
79554,I-ORG,maalekutsumine,1
79558,I-ORG,maaletoovalt,1
79557,I-ORG,maaletoojaks,1
79556,I-ORG,maaletooja,1
95921,I-PER,organisaatorite,1
79555,I-ORG,maaletoodavatel,1
95922,I-PER,organisatsiooni,1
95923,I-PER,organisatsioonilist,1
95916,I-PER,oravad,1
79552,I-ORG,maakleritel,1
79551,I-ORG,maakleril,1
79548,I-ORG,maailmaturneed,1
79546,I-ORG,maailmareis,1
79545,I-ORG,maailmapreemia,1
95924,I-PER,organiseerimiskomiteele,1
79562,I-ORG,maalieriala,1
79563,I-ORG,maaliga,1
79564,I-ORG,maalijana,1
79565,I-ORG,maaliklassi,1
79566,I-ORG,maalikunsti,1
79567,I-ORG,maalikunstnik,1
79568,I-ORG,maalingute,1
79569,I-ORG,maalinäitusel,1
79571,I-ORG,maalipreemia,1
79572,I-ORG,maaliprofessor,1
79573,I-ORG,maalis,1
79574,I-ORG,maalitud,1
79575,I-ORG,maaliõppejõudude,1
79576,I-ORG,maaliülevaatenäituse,1
79577,I-ORG,maandumist,1
79578,I-ORG,maanõunik,1
79580,I-ORG,maasekretär,1
79620,I-ORG,mainitud,1
79622,I-ORG,maitse,1
79623,I-ORG,maitselt,1
95887,I-PER,ooperisolist,1
95884,I-PER,ooperiga,1
95885,I-PER,ooperina,1
79670,I-ORG,majandusõiguse,1
79669,I-ORG,majandusuudiste,1
79668,I-ORG,majandustulemuste,1
79667,I-ORG,majandustudengid,1
79664,I-ORG,majandustegevusest,1
95892,I-PER,ootaks,1
95888,I-PER,ooperist,1
79661,I-ORG,majandusteadusi,1
95890,I-PER,ooperitest,1
79658,I-ORG,majandussalka,1
79657,I-ORG,majandusruumi,1
79656,I-ORG,majandusprofessorit,1
79672,I-ORG,majaperemehed,1
95883,I-PER,ooperid,1
79673,I-ORG,majaperenaine,1
95880,I-PER,ookeanis,1
79677,I-ORG,major,1
95879,I-PER,oodatult,1
79679,I-ORG,maksatsirroosi,1
79680,I-ORG,maksebilansistatistika,1
79681,I-ORG,maksekorralduse,1
95878,I-PER,oodatud,1
79684,I-ORG,maksmata,1
79685,I-ORG,maksmiseks,1
79686,I-ORG,maksta,1
79688,I-ORG,maksti,1
79689,I-ORG,maksude,1
79690,I-ORG,maksulisse,1
95877,I-PER,onupojale,1
79655,I-ORG,majandusprofessorilt,1
79653,I-ORG,majanduspolitseile,1
79624,I-ORG,maitsestamata,1
79630,I-ORG,majandus,1
79637,I-ORG,majandusjuhataja,1
79636,I-ORG,majanduselu,1
79634,I-ORG,majandusdoktor,1
79633,I-ORG,majandusarengule,1
79632,I-ORG,majandusajaloolast,1
79631,I-ORG,majandusaasta,1
79629,I-ORG,majandamist,1
79650,I-ORG,majandusnõunik,1
79628,I-ORG,majamuuseumis,1
95906,I-PER,operatsioonist,1
95907,I-PER,operett,1
79626,I-ORG,majad,1
95909,I-PER,opositsioonist,1
95910,I-PER,optimistlik,1
79638,I-ORG,majandusjuhiks,1
79639,I-ORG,majandusjuht,1
79640,I-ORG,majandusjuhtimise,1
95905,I-PER,operatsiooni-video,1
79641,I-ORG,majandusklubi,1
79642,I-ORG,majanduskomisjon,1
79643,I-ORG,majanduskomisjoni,1
95904,I-PER,operaatoritöö,1
79644,I-ORG,majanduskomisjonile,1
95903,I-PER,operaatori,1
95902,I-PER,op,1
95901,I-PER,ootuspäraselt,1
95900,I-PER,ootused,1
79647,I-ORG,majanduslehe,1
79648,I-ORG,majandusliku,1
95896,I-PER,ootamatut,1
95895,I-PER,ootamatust,1
95830,I-PER,omamine,1
79831,I-ORG,mehena,1
78959,I-ORG,laiutab,1
80024,I-ORG,musitseerib,1
80031,I-ORG,mutta,1
80030,I-ORG,musterkujuks,1
80029,I-ORG,musterettevõte,1
80028,I-ORG,mustas,1
80027,I-ORG,mustal,1
80026,I-ORG,mustajuukseliseks,1
80023,I-ORG,muretseb,1
80035,I-ORG,muudatuste,1
80021,I-ORG,murelikele,1
80020,I-ORG,murelik,1
80018,I-ORG,murdvargusele,1
80017,I-ORG,murdumist,1
80016,I-ORG,murdmaasuusataja,1
80015,I-ORG,multipleks,1
80033,I-ORG,muud,1
95753,I-PER,ohtlikumaks,1
80053,I-ORG,muusikatoimetaja,1
80046,I-ORG,muusikajuhil,1
80051,I-ORG,muusikaosakond,1
95750,I-PER,ohkasid,1
80050,I-ORG,muusikamaailmas,1
80049,I-ORG,muusikalid,1
80048,I-ORG,muusikale,1
80047,I-ORG,muusikakriitik,1
80045,I-ORG,muusikaga,1
80038,I-ORG,muuseumidele,1
80044,I-ORG,muusikabaaris,1
80043,I-ORG,muusikaauhinnad,1
80042,I-ORG,muusikaauhindade,1
95751,I-PER,ohtlik,1
80040,I-ORG,muuseumist,1
95752,I-PER,ohtlikem,1
80014,I-ORG,multimeedilises,1
95755,I-PER,ohtu,1
80013,I-ORG,multifilmil,1
95767,I-PER,olekust,1
79992,I-ORG,moodustet,1
79990,I-ORG,moodustatud,1
79988,I-ORG,moodustatava,1
95762,I-PER,oled,1
95763,I-PER,olegi,1
95766,I-PER,olekus,1
79984,I-ORG,moodustamist,1
80012,I-ORG,multi-media,1
79983,I-ORG,moodustamisega,1
79980,I-ORG,moodustab,1
79979,I-ORG,moodsates,1
95770,I-PER,olemasolu,1
79978,I-ORG,moodsat,1
95771,I-PER,olemast,1
79994,I-ORG,mootorratta,1
79995,I-ORG,moratooriumi,1
95760,I-PER,oktoobris,1
79996,I-ORG,moratooriumini,1
79997,I-ORG,motiividel,1
79998,I-ORG,motikate,1
79999,I-ORG,motot,1
95759,I-PER,oksjonistina,1
80000,I-ORG,movement,1
80003,I-ORG,muganduses,1
95758,I-PER,oksjoniserver,1
80006,I-ORG,muinasteaduste,1
80007,I-ORG,muinsuskaitseorganisatsiooni,1
80008,I-ORG,muljed,1
95757,I-PER,oksendab,1
80010,I-ORG,mullune,1
80011,I-ORG,mulluse,1
80052,I-ORG,muusikat,1
80054,I-ORG,muusikavideos,1
79832,I-ORG,meheteod,1
80106,I-ORG,mänguasjademessi,1
80112,I-ORG,mängumaale,1
80111,I-ORG,mängulaudadel,1
80110,I-ORG,mängulauale,1
80108,I-ORG,mängudest,1
95733,I-PER,nüdisooper,1
95734,I-PER,nülgimas,1
80104,I-ORG,mängleva,1
80114,I-ORG,märgitakse,1
80103,I-ORG,mängivad,1
80102,I-ORG,mängiv,1
80101,I-ORG,mängituna,1
80099,I-ORG,mängitakse,1
95735,I-PER,nüpeldab,1
80096,I-ORG,mängima,1
95730,I-PER,nördimust,1
80115,I-ORG,märk,1
80055,I-ORG,muusikaõpetaja,1
80124,I-ORG,märtsinumber,1
80133,I-ORG,määratlust,1
80131,I-ORG,määratlenud,1
80128,I-ORG,määramata,1
80126,I-ORG,märtsis,1
95726,I-PER,nõutuks,1
80125,I-ORG,märtsinumbris,1
80123,I-ORG,märtsi,1
80116,I-ORG,märkimisväärne,1
80121,I-ORG,märkus,1
95727,I-PER,nõutult,1
80120,I-ORG,märksõnu,1
80119,I-ORG,märksa,1
95728,I-PER,nõutust,1
80118,I-ORG,märkmetest,1
95737,I-PER,nüüdisaegset,1
95738,I-PER,nüüdisooper,1
80089,I-ORG,mänedžeri,1
80066,I-ORG,myths,1
80072,I-ORG,mägedesse,1
80071,I-ORG,mägedes,1
80070,I-ORG,mäetipp,1
80069,I-ORG,mäel,1
80068,I-ORG,mäekeemia,1
95744,I-PER,oblastiga,1
80065,I-ORG,muutuvate,1
80088,I-ORG,mänedžer,1
80064,I-ORG,muutuste,1
95746,I-PER,odavama,1
80061,I-ORG,muutumine,1
80060,I-ORG,muutuda,1
95747,I-PER,odavamat,1
80056,I-ORG,muusikud,1
80073,I-ORG,mägedest,1
80074,I-ORG,mägi,1
95743,I-PER,oblasti,1
80075,I-ORG,mälestuse,1
80076,I-ORG,mälestused,1
95742,I-PER,objektis,1
80077,I-ORG,mälestuseks,1
95741,I-PER,objektiivsuse,1
80078,I-ORG,mälestuskiriku,1
80079,I-ORG,mälestustes,1
80080,I-ORG,mälestusväärse,1
80081,I-ORG,mälestusvõistlusel,1
80082,I-ORG,mäletab,1
80083,I-ORG,mäletatakse,1
80084,I-ORG,mäletate,1
80085,I-ORG,mälumäng,1
80086,I-ORG,mänedZher,1
79977,I-ORG,moodsama,1
95772,I-PER,olemata,1
79974,I-ORG,mood,1
79875,I-ORG,metoodik,1
95802,I-PER,olümpiamati,1
79881,I-ORG,metropoliidiks,1
79880,I-ORG,metrookogemus,1
79879,I-ORG,metroojaama,1
79878,I-ORG,metroo,1
79877,I-ORG,metoodiliste,1
79874,I-ORG,metallitöötlemise,1
79884,I-ORG,metsikus,1
95804,I-PER,olümpiastaadionil,1
79873,I-ORG,metallieriala,1
79872,I-ORG,metalli-,1
79871,I-ORG,metallehistöö,1
95806,I-PER,om,1
95808,I-PER,omaaegne,1
79882,I-ORG,metsa,1
79885,I-ORG,mettre,1
79973,I-ORG,monumentaalgaleriis,1
79894,I-ORG,miljonisest,1
79900,I-ORG,mineku,1
79898,I-ORG,minategelasel,1
95799,I-PER,olümpiakangelaste,1
79897,I-ORG,milleski,1
79896,I-ORG,miljonitest,1
79895,I-ORG,miljonite,1
79892,I-ORG,miljoni,1
95801,I-PER,olümpiakünnise,1
79891,I-ORG,miljoneid,1
79890,I-ORG,milj,1
79889,I-ORG,mikrolaineahjus,1
79888,I-ORG,mikrobioloogialabori,1
79887,I-ORG,miilitsa,1
95800,I-PER,olümpiakuld,1
79868,I-ORG,mesilasega,1
95809,I-PER,omaaegse,1
79867,I-ORG,merts,1
95821,I-PER,omaelulooliste,1
79849,I-ORG,meistritiitlit,1
95816,I-PER,omab,1
79848,I-ORG,meistritiitli,1
79845,I-ORG,meistrikursustel,1
95820,I-PER,omadest,1
79842,I-ORG,meistersportlase,1
95822,I-PER,omaette,1
79866,I-ORG,mereväes,1
79841,I-ORG,meisterlikud,1
79840,I-ORG,meisterdab,1
95824,I-PER,omajuurse,1
95827,I-PER,omakäeline,1
79838,I-ORG,meililiste,1
79833,I-ORG,mehhaaniku,1
95815,I-PER,omaaegsetelt,1
95813,I-PER,omaaegset,1
79852,I-ORG,melanhoolia,1
79853,I-ORG,melanhoolsest,1
79854,I-ORG,meloodiaid,1
79855,I-ORG,memorandumile,1
79856,I-ORG,memoriaal,1
95812,I-PER,omaaegsest,1
95811,I-PER,omaaegses,1
79858,I-ORG,memoriaaliga,1
79859,I-ORG,menetluses,1
79860,I-ORG,mentaliteeti,1
79861,I-ORG,menukal,1
79862,I-ORG,menukalt,1
79863,I-ORG,menulavastus,1
79864,I-ORG,mere,1
79865,I-ORG,merekohinat,1
79901,I-ORG,minekust,1
79904,I-ORG,minev,1
79905,I-ORG,minevik,1
79952,I-ORG,moemajades,1
95779,I-PER,oletatavasti,1
95780,I-PER,oletuse,1
95781,I-PER,oletusega,1
79955,I-ORG,moeosakonna,1
79954,I-ORG,moenädal,1
79953,I-ORG,moenarrid,1
79951,I-ORG,moemaja,1
95783,I-PER,olgu,1
79950,I-ORG,moemagistrant,1
79949,I-ORG,moel,1
79948,I-ORG,moekursuse,1
79947,I-ORG,moekollektsioon,1
79946,I-ORG,moekarje,1
79945,I-ORG,moeetendusel,1
95775,I-PER,olemuses,1
79956,I-ORG,moeshow,1
79957,I-ORG,moetoimetajale,1
95774,I-PER,oleme,1
79958,I-ORG,molekulaarbioloog,1
79959,I-ORG,molekulaarbioloogia,1
79961,I-ORG,molekulaarmeditsiini,1
79962,I-ORG,mono,1
79965,I-ORG,monopoliaeg,1
79966,I-ORG,monopolikomisjoni,1
79967,I-ORG,monopolivastane,1
79968,I-ORG,monopoolne,1
95773,I-PER,olematu,1
79969,I-ORG,monopoolse,1
79970,I-ORG,montöörid,1
79971,I-ORG,monumendi,1
79972,I-ORG,monument,1
79943,I-ORG,moeajakirja,1
79942,I-ORG,modifitseerivad,1
79906,I-ORG,minevikku-orienteeritus,1
95795,I-PER,oluliselt,1
79921,I-ORG,mitmed,1
95793,I-PER,oluline,1
95794,I-PER,oluliseks,1
79919,I-ORG,mistahes,1
79918,I-ORG,missat,1
79917,I-ORG,misjonikeskust,1
95796,I-PER,olulisemate,1
79941,I-ORG,modernes,1
95797,I-PER,olulisematest,1
79913,I-ORG,minister,1
79912,I-ORG,minimalistlik,1
79911,I-ORG,minimaalselt,1
79910,I-ORG,miniatuurtoolide,1
79907,I-ORG,mingeid,1
79922,I-ORG,mitmekordsesse,1
79923,I-ORG,mitmekümneleheküljelisi,1
79925,I-ORG,mitmete,1
79927,I-ORG,mitte-mitte,1
79928,I-ORG,mitteametlik,1
95790,I-PER,olnuks,1
79929,I-ORG,mittekuuluvate,1
79930,I-ORG,mittestartimist,1
79931,I-ORG,mitu,1
79932,I-ORG,mitut,1
79933,I-ORG,mix-albumite,1
79934,I-ORG,mk,1
79936,I-ORG,mobiilioperaatori,1
79937,I-ORG,mobiiltelefoni,1
79938,I-ORG,modelli,1
79939,I-ORG,modellid,1
79940,I-ORG,modellide,1
95926,I-PER,organiseeris,1
79544,I-ORG,maailmaorganisatsioonist,1
79542,I-ORG,maailmale,1
79141,I-ORG,liialt,1
79151,I-ORG,liigitas,1
96091,I-PER,painab,1
96092,I-PER,painutatud,1
96093,I-PER,paipoiste,1
79145,I-ORG,liidrid,1
79143,I-ORG,liidreid,1
79140,I-ORG,lihvitud,1
79153,I-ORG,liikidevahelist,1
79139,I-ORG,lihtsast,1
79137,I-ORG,lihtsad,1
79136,I-ORG,lihtsa,1
79135,I-ORG,lihtliige,1
79134,I-ORG,lihtaktsiad,1
79133,I-ORG,lihakombinaadi,1
96090,I-PER,pailapseks,1
79154,I-ORG,liiklusavariisid,1
79173,I-ORG,liikmeskonda,1
96082,I-PER,pahviks,1
79171,I-ORG,liikmepiletis,1
79170,I-ORG,liikmepileti,1
79168,I-ORG,liikmemakse,1
79166,I-ORG,liikmel,1
96081,I-PER,paheline,1
79164,I-ORG,liikmekandidaatidesse,1
96083,I-PER,paigalseisva,1
96089,I-PER,paiknes,1
79163,I-ORG,liikmekandidaat,1
79160,I-ORG,liikmeiks,1
96086,I-PER,paigutati,1
96087,I-PER,paika,1
96088,I-PER,paikneb,1
79158,I-ORG,liikmega,1
96097,I-PER,paistnud,1
96098,I-PER,paistsid,1
79131,I-ORG,libauudis,1
79107,I-ORG,lennutegevuse,1
79113,I-ORG,lepingurikkumisest,1
79112,I-ORG,lepinguline,1
96103,I-PER,pakendamisfirma,1
79110,I-ORG,leping,1
79109,I-ORG,lepib,1
79108,I-ORG,lennuväljal,1
96104,I-PER,paketiauto,1
96101,I-PER,pajatusi,1
79106,I-ORG,lennutab,1
96105,I-PER,paketiga,1
79105,I-ORG,lennupilet,1
79104,I-ORG,lennundusmuuseumi,1
79103,I-ORG,lennul,1
79102,I-ORG,lennukorraldamise,1
79114,I-ORG,lepingus,1
79115,I-ORG,lepingust,1
96102,I-PER,pakatab,1
79117,I-ORG,lepingute,1
79118,I-ORG,lepitamine,1
79119,I-ORG,leppida,1
79120,I-ORG,lesk,1
79121,I-ORG,leske,1
79122,I-ORG,letist,1
79123,I-ORG,levib,1
79124,I-ORG,levidirektor,1
79125,I-ORG,levikus,1
79126,I-ORG,levitaja,1
79127,I-ORG,levitas,1
79128,I-ORG,levitatavate,1
79129,I-ORG,levivatele,1
79130,I-ORG,li,1
79172,I-ORG,liikmeskond,1
96079,I-PER,pahandava,1
79541,I-ORG,maailmakuulsa,1
79218,I-ORG,liitumiseelse,1
96060,I-PER,paaril,1
79226,I-ORG,liitumisläbirääkimistel,1
79225,I-ORG,liitumisläbirääkimistega,1
79224,I-ORG,liitumisläbirääkimiste,1
79223,I-ORG,liitumislepingu,1
79219,I-ORG,liitumisega,1
96062,I-PER,paarsuses,1
96058,I-PER,paariks,1
96063,I-PER,paastu,1
96064,I-PER,paatost,1
79215,I-ORG,liituda,1
79214,I-ORG,liitu,1
79213,I-ORG,liitnud,1
79212,I-ORG,liitmist,1
96059,I-PER,paarikümneaastased,1
79227,I-ORG,liitumispeol,1
79174,I-ORG,liikmeskonna,1
79239,I-ORG,likvideerimisotsust,1
79246,I-ORG,lindistusel,1
79245,I-ORG,lindistuse,1
79244,I-ORG,lindistatud,1
79243,I-ORG,linastub,1
79241,I-ORG,likviidsusabile,1
96054,I-PER,paanikas,1
79238,I-ORG,likvideerimislepingule,1
79229,I-ORG,liitumistasu,1
96055,I-PER,paanikasse,1
79236,I-ORG,likvideerimiseks,1
79233,I-ORG,liituvates,1
79232,I-ORG,liituvad,1
79231,I-ORG,liitus,1
79230,I-ORG,liitunud,1
79211,I-ORG,liitmiseks,1
79210,I-ORG,liitmise,1
96066,I-PER,paavstiks,1
96077,I-PER,pahameelt,1
79189,I-ORG,liikmesriikidesse,1
79187,I-ORG,liikmesriikidel,1
96075,I-PER,paguluses,1
96076,I-PER,pahaks,1
79183,I-ORG,liikmesriigis,1
79182,I-ORG,liikmesriigina,1
79181,I-ORG,liikmesriigiga,1
79208,I-ORG,liitma,1
79180,I-ORG,liikmesriigi,1
79179,I-ORG,liikmesmaale,1
79178,I-ORG,liikmesmaadega,1
79177,I-ORG,liikmesmaade,1
79176,I-ORG,liikmesmaad,1
79175,I-ORG,liikmesmaa,1
96074,I-PER,pagulaskirjandusest,1
79190,I-ORG,liikmestaatuse,1
96073,I-PER,pagoodi,1
79192,I-ORG,liikmetega,1
79193,I-ORG,liikmeteks,1
96072,I-PER,pagema,1
96071,I-PER,paganliku,1
96070,I-PER,paberitel,1
79196,I-ORG,liikumatu,1
79197,I-ORG,liikumise,1
79198,I-ORG,liikumisest,1
79201,I-ORG,liinidelt,1
79202,I-ORG,liiniloa,1
79203,I-ORG,liinilubade,1
79204,I-ORG,liisingu,1
79205,I-ORG,liistule,1
96067,I-PER,paažiks,1
79101,I-ORG,lennuklassi,1
79100,I-ORG,lennukiveinide,1
79099,I-ORG,lennukitesse,1
79005,I-ORG,lauljad,1
79009,I-ORG,laulmine,1
96136,I-PER,palgatõusu,1
79008,I-ORG,lauljatele,1
96137,I-PER,palja,1
79007,I-ORG,lauljatar,1
79006,I-ORG,lauljana,1
96138,I-PER,paljaks,1
79010,I-ORG,laulsid,1
79003,I-ORG,laulis,1
96140,I-PER,paljastada,1
96141,I-PER,paljastas,1
79001,I-ORG,lauldud,1
79000,I-ORG,laul,1
78999,I-ORG,laudade,1
96135,I-PER,palgatud,1
79011,I-ORG,laulu,1
79098,I-ORG,lennukitelt,1
79018,I-ORG,laureaadid,1
96128,I-PER,palati,1
96130,I-PER,palgaks,1
79021,I-ORG,laureaatidele,1
79020,I-ORG,laureaat,1
79019,I-ORG,laureaadile,1
96131,I-PER,palgal,1
79017,I-ORG,laupäevaõhtuses,1
79012,I-ORG,lauludes,1
79016,I-ORG,laupäevane,1
79015,I-ORG,laupäev,1
96132,I-PER,palgamõrv,1
96133,I-PER,palgamõrvamisega,1
96134,I-PER,palgamõrvar,1
79014,I-ORG,lauluvõistlusele,1
78998,I-ORG,lauale,1
78997,I-ORG,lauab,1
78996,I-ORG,lasub,1
96149,I-PER,paljutähenduslikult,1
96147,I-PER,paljudest,1
78975,I-ORG,lapsepõlvekodu,1
78974,I-ORG,lapselapsed,1
78971,I-ORG,laouks,1
78970,I-ORG,laokompleksi,1
96148,I-PER,paljukiidetud,1
96150,I-PER,paljuviidatud,1
78995,I-ORG,lasti,1
78967,I-ORG,lao,1
78964,I-ORG,langemine,1
78963,I-ORG,lamab,1
78962,I-ORG,lakooniline,1
78961,I-ORG,lakkab,1
78960,I-ORG,laiutas,1
78977,I-ORG,lasketiiru,1
78978,I-ORG,lastakse,1
96143,I-PER,paljastuste,1
78980,I-ORG,lastearst,1
78981,I-ORG,lastearstile,1
78982,I-ORG,lastega,1
78983,I-ORG,lastekaitsespetsialist,1
96142,I-PER,paljastusi,1
78984,I-ORG,lastekaitsetöötaja,1
78985,I-ORG,lastekirjanduse,1
78986,I-ORG,lastekodu,1
78987,I-ORG,lastekuuldemäng,1
78988,I-ORG,lasteküla,1
78991,I-ORG,lasteosakonna,1
78992,I-ORG,lastest,1
78993,I-ORG,lasteteatriosakonna,1
78994,I-ORG,lastevanemad,1
79025,I-ORG,lavakujundus,1
79026,I-ORG,lavakunsti,1
96127,I-PER,palad,1
79074,I-ORG,leiutis,1
79080,I-ORG,lendavad,1
79079,I-ORG,lendas,1
79078,I-ORG,lemmikvein,1
79077,I-ORG,lemmikbänd,1
96111,I-PER,pakkumisega,1
79075,I-ORG,leival,1
79073,I-ORG,leitmotiiv,1
79063,I-ORG,leiavad,1
79071,I-ORG,leidurid,1
96112,I-PER,pakkumisele,1
79069,I-ORG,leidsime,1
96113,I-PER,pakkumises,1
96114,I-PER,pakkumist,1
96116,I-PER,paksmagudest,1
79081,I-ORG,lendu,1
79083,I-ORG,lennuajakirjas,1
79084,I-ORG,lennud,1
79086,I-ORG,lennujaamast,1
79087,I-ORG,lennuk,1
79088,I-ORG,lennuka,1
79089,I-ORG,lennuki,1
79090,I-ORG,lennukid,1
96108,I-PER,pakkumas,1
96107,I-PER,pakkis,1
79092,I-ORG,lennukipiloodid,1
96106,I-PER,paketti,1
79093,I-ORG,lennukis,1
79094,I-ORG,lennukisse,1
79095,I-ORG,lennukist,1
79096,I-ORG,lennukite,1
79097,I-ORG,lennukitehases,1
79064,I-ORG,leiba,1
96117,I-PER,paksude,1
79028,I-ORG,lavalaudadele,1
79036,I-ORG,lavastas,1
96123,I-PER,pakuti,1
79043,I-ORG,lavastustes,1
79042,I-ORG,lavastust,1
79041,I-ORG,lavastusest,1
79038,I-ORG,lavastava,1
79037,I-ORG,lavastatud,1
79035,I-ORG,lavastajana,1
79061,I-ORG,lehmapildiga,1
79034,I-ORG,lavastajaks,1
79033,I-ORG,lavastajad,1
79032,I-ORG,lavastaja,1
79031,I-ORG,lavaportaal,1
96126,I-PER,pala,1
79030,I-ORG,lavalt,1
96122,I-PER,pakutavaid,1
96121,I-PER,pakutav,1
79044,I-ORG,lavataguses,1
79045,I-ORG,leegioni,1
79046,I-ORG,leelotav,1
79047,I-ORG,leevendas,1
96120,I-PER,pakuks,1
79050,I-ORG,legendaarseim,1
79051,I-ORG,legendaarses,1
96118,I-PER,paksus,1
79053,I-ORG,lehe,1
79055,I-ORG,lehekülgedele,1
79056,I-ORG,lehekülgedelt,1
79057,I-ORG,leheküljel,1
79058,I-ORG,leheküljelt,1
79059,I-ORG,lehelt,1
79060,I-ORG,leheveergudele,1
79248,I-ORG,linnajagu,1
96052,I-PER,paab,1
79249,I-ORG,linnajaos,1
79444,I-ORG,lähistele,1
79452,I-ORG,läksin,1
95955,I-PER,osakond,1
95956,I-PER,osakuid,1
79449,I-ORG,läinudaastane,1
95958,I-PER,osaleda,1
79445,I-ORG,lähitulevikus,1
95959,I-PER,osalejaid,1
79454,I-ORG,lärmakas,1
79442,I-ORG,lähimasse,1
79441,I-ORG,lähiajal,1
79440,I-ORG,lähiaja,1
95960,I-PER,osalema,1
